Term	Genes	FDR	Category	Description
GO:0021781	SOX9,SOX2,CTNNB1,PAX6	6.02e-06	Process	Glial cell fate commitment
GO:0070243	BMP4,WNT5A,TP53,HIF1A	6.02e-06	Process	Regulation of thymocyte apoptotic process
GO:0008306	KRAS,FOS,NF1,MTOR,CCK,HIF1A	6.22e-06	Process	Associative learning
GO:0070647	SMAD2,TP53,SMAD3,SMAD4,CTNNB1,ACTB,PTEN,TGFBR1,BCL2,RHOA,ESR1,CDKN2A,HIF1A,AKT1,MYC,SHFM1	6.43e-06	Process	Protein modification by small protein conjugation or removal
GO:0002768	MAPK1,NFKB1,KRAS,MAPK3,FOS,ACTB,JUN,SRC,BCL2,SHFM1	6.46e-06	Process	Immune response-regulating cell surface receptor signaling pathway
GO:0044089	SOX9,TP53,WNT1,WNT10B,GSK3B,SMAD3,MTOR,SRC,TGFBR1,CCK,RHOA,ESR1	6.67e-06	Process	Positive regulation of cellular component biogenesis
GO:1903038	BMP4,ERBB2,SHH,CASP3,KLF4,CDKN2A,AKT1	6.8e-06	Process	Negative regulation of leukocyte cell-cell adhesion
GO:0003231	BMP4,JAG1,WNT5A,NOTCH1,SMAD4,TGFBR1,HIF1A	7.13e-06	Process	Cardiac ventricle development
GO:0046777	MAPK3,IGF1R,ERBB2,GSK3B,MTOR,SRC,FGFR1,AKT1	7.14e-06	Process	Protein autophosphorylation
GO:0045058	STAT3,SHH,MTOR,BCL2,RHOA	7.3e-06	Process	T cell selection
GO:0071248	MAPK1,CDH1,MAPK3,WNT5A,SHH,FOS,JUN,AKT1	7.39e-06	Process	Cellular response to metal ion
GO:0043369	STAT3,SHH,MTOR,BCL2	7.48e-06	Process	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment
GO:0071375	NFKB1,STAT3,IGF1R,PPARG,WNT1,GSK3B,PTEN,SRC,AKT1	7.78e-06	Process	Cellular response to peptide hormone stimulus
GO:0031667	MAPK1,CCND1,MAPK3,TP53,PPARG,MTOR,JUN,SRC,CCK,BCL2,AKT1	7.97e-06	Process	Response to nutrient levels
GO:0034614	MAPK1,MAPK3,FOS,JUN,SRC,KLF4,AKT1	8.61e-06	Process	Cellular response to reactive oxygen species
GO:0060538	NOTCH1,WNT3A,WNT10B,FOS,WT1,NF1,RHOA	8.61e-06	Process	Skeletal muscle organ development
GO:0033044	MAPK1,TWIST1,POU5F1,MAPK3,TP53,SMAD4,CTNNB1,SRC,SNAI2,MYC	8.82e-06	Process	Regulation of chromosome organization
GO:0060412	BMP4,WNT5A,NOTCH1,SMAD4,TGFBR1	9.02e-06	Process	Ventricular septum morphogenesis
GO:1903708	JAG1,STAT3,LEF1,SHH,FOS,JUN,RHOA,HIF1A	9.15e-06	Process	Positive regulation of hemopoiesis
GO:0034248	MAPK1,GAPDH,MAPK3,STAT3,TP53,ERBB2,CASP3,WT1,MTOR,RHOA,AKT1	9.17e-06	Process	Regulation of cellular amide metabolic process
GO:0042487	BMP4,FGF8,RUNX2,BMP2	9.22e-06	Process	Regulation of odontogenesis of dentin-containing tooth
GO:0060391	BMP4,POU5F1,SMAD4,TGFBR1	9.22e-06	Process	Positive regulation of SMAD protein signal transduction
GO:0090185	BMP4,SHH,WT1,CTNNB1	9.22e-06	Process	Negative regulation of kidney development
GO:1905331	BMP4,WNT5A,CTNNB1,PTEN	9.22e-06	Process	Negative regulation of morphogenesis of an epithelium
GO:2000243	SOX9,WNT5A,SHH,WT1,CTNNB1,SRC	9.22e-06	Process	Positive regulation of reproductive process
GO:0051054	MAPK1,MAPK3,WT1,CTNNB1,SRC,KLF4,AKT1,MYC	9.41e-06	Process	Positive regulation of DNA metabolic process
GO:0043280	WNT3A,PPARG,SMAD3,CCK,RHOA,CDKN2A,MYC	9.79e-06	Process	Positive regulation of cysteine-type endopeptidase activity involved in apoptotic process
GO:0045687	NOTCH1,PPARG,SHH,MTOR,BMP2	9.92e-06	Process	Positive regulation of glial cell differentiation
GO:0001819	NFKB1,GAPDH,TWIST1,MAPK3,WNT5A,STAT3,WNT3A,SMAD3,CTNNB1,SRC,HIF1A	1.01e-05	Process	Positive regulation of cytokine production
GO:0002062	BMP4,SOX9,WNT10B,RUNX2,BMP2,FGFR1	1.05e-05	Process	Chondrocyte differentiation
GO:0032102	NFKB1,WNT5A,NOTCH1,WNT3A,PPARG,SMAD3,PTEN,KLF4,CCK,SNAI2	1.05e-05	Process	Negative regulation of response to external stimulus
GO:0045429	SMAD3,MTOR,KLF4,ESR1,AKT1	1.1e-05	Process	Positive regulation of nitric oxide biosynthetic process
GO:0003130	BMP4,POU5F1,BMP2	1.15e-05	Process	BMP signaling pathway involved in heart induction
GO:1904339	WNT3A,SHH,GSK3B	1.15e-05	Process	Negative regulation of dopaminergic neuron differentiation
GO:0010608	MAPK1,GAPDH,SMAD2,MAPK3,STAT3,ERBB2,WT1,SMAD3,MTOR,RHOA,AKT1,SHFM1	1.16e-05	Process	Posttranscriptional regulation of gene expression
GO:0009791	BMP4,SMAD2,MTOR,KLF4,TGFBR1,BCL2	1.18e-05	Process	Post-embryonic development
GO:0019953	GLI1,BMP4,SOX9,STAT3,NOTCH1,WT1,SMAD4,CTNNB1,MTOR,PTEN,SRC,TGFBR1,BCL2,AKT1	1.18e-05	Process	Sexual reproduction
GO:0097190	TP53,SHH,CASP3,GSK3B,SMAD3,NF1,JUN,CCK,BCL2	1.23e-05	Process	Apoptotic signaling pathway
GO:2000106	BMP4,WNT5A,TP53,PTEN,CDKN2A,HIF1A	1.25e-05	Process	Regulation of leukocyte apoptotic process
GO:0035272	SOX9,SHH,FGF8,FGFR1,PAX6	1.32e-05	Process	Exocrine system development
GO:0045666	BMP4,WNT5A,WNT3A,MTOR,PTEN,DKK1,BMP2,BCL2,FGFR1,RHOA	1.32e-05	Process	Positive regulation of neuron differentiation
GO:0045682	BMP4,WNT5A,NOTCH1,WNT10B,SMAD4,CTNNB1	1.33e-05	Process	Regulation of epidermis development
GO:0072074	BMP4,SHH,WT1,SMAD4	1.34e-05	Process	Kidney mesenchyme development
GO:0072112	BMP4,JAG1,WT1,PROM1	1.34e-05	Process	Glomerular visceral epithelial cell differentiation
GO:2000811	NOTCH1,SRC,SNAI2,BCL2	1.34e-05	Process	Negative regulation of anoikis
GO:0062013	NFKB1,TWIST1,STAT3,PPARG,SRC,HIF1A,AKT1	1.37e-05	Process	Positive regulation of small molecule metabolic process
GO:0003158	BMP4,JAG1,NOTCH1,SMAD4,CTNNB1,RHOA	1.41e-05	Process	Endothelium development
GO:0097306	CDH1,PPARG,CTNNB1,PTEN,KLF4,AKT1	1.41e-05	Process	Cellular response to alcohol
GO:0008542	KRAS,NF1,MTOR,CCK,HIF1A	1.45e-05	Process	Visual learning
GO:0006109	NFKB1,STAT3,TP53,GSK3B,MTOR,SRC,HIF1A,AKT1	1.59e-05	Process	Regulation of carbohydrate metabolic process
GO:0060324	MAPK1,MAPK3,WNT5A,LEF1,DKK1	1.59e-05	Process	Face development
GO:2001239	NF1,SNAI2,BCL2,FGFR1,AKT1	1.59e-05	Process	Regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:0003309	BMP4,WNT5A,HNF4A,PAX6	1.6e-05	Process	Type B pancreatic cell differentiation
GO:0043524	KRAS,FGF8,NES,JUN,BCL2,RHOA,HIF1A	1.62e-05	Process	Negative regulation of neuron apoptotic process
GO:0090263	NFKB1,POU5F1,WNT3A,WNT10B,SMAD3,SRC,SHFM1	1.62e-05	Process	Positive regulation of canonical Wnt signaling pathway
GO:0050670	BMP4,ERBB2,WNT3A,SHH,CASP3,CTNNB1,BCL2,CDKN2A	1.68e-05	Process	Regulation of lymphocyte proliferation
GO:0051129	TWIST1,BMP4,WNT5A,TP53,NOTCH1,WNT3A,GSK3B,SMAD4,PTEN,SRC,DKK1,RHOA,AKT1	1.68e-05	Process	Negative regulation of cellular component organization
GO:0001894	SOX9,KRAS,NOTCH1,CTNNB1,ACTB,SRC,BCL2,PROM1	1.74e-05	Process	Tissue homeostasis
GO:0006508	NFKB1,SMAD2,TP53,WNT1,SHH,CASP3,SMAD3,SMAD4,CTNNB1,ACTB,PTEN,TGFBR1,RHOA,ESR1,HIF1A,MYC,SHFM1	1.82e-05	Process	Proteolysis
GO:0043434	NFKB1,STAT3,IGF1R,PPARG,WNT1,GSK3B,MTOR,PTEN,SRC,AKT1	1.89e-05	Process	Response to peptide hormone
GO:0002068	BMP4,WNT5A,HNF4A,PAX6	1.9e-05	Process	Glandular epithelial cell development
GO:0060737	SOX9,SHH,ESR1	1.93e-05	Process	Prostate gland morphogenetic growth
GO:0045833	NFKB1,SNAI1,SOX9,BMP2,SNAI2,AKT1	1.97e-05	Process	Negative regulation of lipid metabolic process
GO:0050920	FGF4,MAPK1,MAPK3,WNT5A,NOTCH1,WNT3A,SMAD3,FGFR1	1.97e-05	Process	Regulation of chemotaxis
GO:0044419	MAPK1,NFKB1,GAPDH,CDH1,MAPK3,WNT5A,STAT3,LEF1,TP53,NOTCH1,PPARG,FOS,CASP3,SMAD3,CTNNB1,JUN,SRC,BMP2,BCL2,RHOA,AKT1	1.98e-05	Process	Interspecies interaction between organisms
GO:0001890	MAPK1,SNAI1,MAPK3,LEF1,PPARG,HIF1A,AKT1	2.05e-05	Process	Placenta development
GO:0030902	GLI1,LEF1,TP53,WNT1,SHH,CTNNB1,BCL2	2.05e-05	Process	Hindbrain development
GO:0033077	TP53,WNT1,SHH,CTNNB1,BCL2	2.05e-05	Process	T cell differentiation in thymus
GO:0048146	WNT5A,WNT1,JUN,ESR1,MYC	2.22e-05	Process	Positive regulation of fibroblast proliferation
GO:0051797	WNT5A,WNT10B,SMAD4,CTNNB1	2.22e-05	Process	Regulation of hair follicle development
GO:0060065	WNT5A,SMAD4,SRC,ESR1	2.22e-05	Process	Uterus development
GO:1904886	WNT3A,WNT1,GSK3B,CTNNB1	2.22e-05	Process	Beta-catenin destruction complex disassembly
GO:1905208	WNT3A,SMAD4,DKK1,BMP2	2.22e-05	Process	Negative regulation of cardiocyte differentiation
GO:2000045	CCND1,TP53,PTEN,KLF4,BCL2,CDKN2A,AKT1	2.22e-05	Process	Regulation of G1/S transition of mitotic cell cycle
GO:2000178	WNT5A,TP53,NF1,PAX6	2.22e-05	Process	Negative regulation of neural precursor cell proliferation
GO:2000737	JAG1,STAT3,NOTCH1,WNT3A	2.22e-05	Process	Negative regulation of stem cell differentiation
GO:0032872	MAPK1,MAPK3,WNT5A,IGF1R,DKK1,BMP2,AKT1,MYC	2.27e-05	Process	Regulation of stress-activated MAPK cascade
GO:0034645	NFKB1,CCND1,SOX9,MAPK3,STAT3,TP53,NOTCH1,PPARG,FOS,HNF4A,SMAD4,JUN,RUNX2,PTEN,KLF4,PAX6,ESR1,HIF1A,AKT1	2.38e-05	Process	Cellular macromolecule biosynthetic process
GO:0046632	STAT3,LEF1,MTOR,BCL2,RHOA	2.41e-05	Process	Alpha-beta T cell differentiation
GO:0071214	NFKB1,SOX9,MAPK3,TP53,CASP3,PTEN,SNAI2,AKT1,MYC	2.41e-05	Process	Cellular response to abiotic stimulus
GO:0045639	JAG1,STAT3,LEF1,FOS,JUN,HIF1A	2.42e-05	Process	Positive regulation of myeloid cell differentiation
GO:2001243	SNAI1,SRC,SNAI2,BCL2,HIF1A,AKT1	2.42e-05	Process	Negative regulation of intrinsic apoptotic signaling pathway
GO:0010975	WNT5A,CDH2,WNT3A,GSK3B,MTOR,PTEN,DKK1,KLF4,FGFR1,RHOA,AKT1	2.45e-05	Process	Regulation of neuron projection development
GO:0018193	MAPK1,GAPDH,MAPK3,LEF1,IGF1R,ERBB2,GSK3B,MTOR,SRC,TGFBR1,BCL2,FGFR1,CDKN2A,AKT1	2.45e-05	Process	Peptidyl-amino acid modification
GO:0009607	MAPK1,NFKB1,GAPDH,MAPK3,WNT5A,TP53,NOTCH1,PPARG,FOS,CASP3,GSK3B,JUN,SRC,BMP2,BCL2,RHOA,AKT1	2.5e-05	Process	Response to biotic stimulus
GO:0009913	GLI1,JAG1,WNT5A,NOTCH1,CASP3,CTNNB1,KLF4,FGFR1,PAX6	2.51e-05	Process	Epidermal cell differentiation
GO:0001836	TP53,JUN,CCK,BCL2	2.56e-05	Process	Release of cytochrome c from mitochondria
GO:0009895	STAT3,TP53,WNT1,SHH,SMAD3,MTOR,BCL2,CDKN2A,AKT1	2.56e-05	Process	Negative regulation of catabolic process
GO:0010894	NFKB1,SNAI1,BMP2,SNAI2	2.56e-05	Process	Negative regulation of steroid biosynthetic process
GO:0048745	BMP4,SOX9,SHH,NF1	2.56e-05	Process	Smooth muscle tissue development
GO:0051000	KRAS,ESR1,HIF1A,AKT1	2.56e-05	Process	Positive regulation of nitric-oxide synthase activity
GO:0051148	NOTCH1,SHH,SMAD4,DKK1,BMP2	2.59e-05	Process	Negative regulation of muscle cell differentiation
GO:0043467	STAT3,TP53,GSK3B,MTOR,RHOA,HIF1A,AKT1	2.64e-05	Process	Regulation of generation of precursor metabolites and energy
GO:0031668	MAPK1,MAPK3,TP53,PPARG,FOS,MTOR,JUN,BCL2	2.85e-05	Process	Cellular response to extracellular stimulus
GO:0003306	WNT5A,WNT3A,CTNNB1	2.96e-05	Process	Wnt signaling pathway involved in heart development
GO:0009617	MAPK1,NFKB1,MAPK3,WNT5A,NOTCH1,FOS,CASP3,JUN,SRC,BMP2,RHOA,AKT1	2.96e-05	Process	Response to bacterium
GO:0010957	NFKB1,SNAI1,SNAI2	2.96e-05	Process	Negative regulation of vitamin D biosynthetic process
GO:0030539	SHH,FGF8,WT1,CTNNB1	2.96e-05	Process	Male genitalia development
GO:0033088	BMP4,ERBB2,CDKN2A	2.96e-05	Process	Negative regulation of immature T cell proliferation in thymus
GO:0042472	SOX9,WNT5A,WNT3A,WNT1,FGF8,FGFR1	2.96e-05	Process	Inner ear morphogenesis
GO:0051884	WNT5A,WNT10B,CTNNB1	2.96e-05	Process	Regulation of timing of anagen
GO:0072215	BMP4,WT1,CTNNB1,MYC	2.96e-05	Process	Regulation of metanephros development
GO:0090081	POU5F1,WNT5A,DKK1	2.96e-05	Process	Regulation of heart induction by regulation of canonical Wnt signaling pathway
GO:0097150	JAG1,CDH2,NOTCH1,SOX2	2.96e-05	Process	Neuronal stem cell population maintenance
GO:1903798	BMP4,STAT3,TP53,ESR1	2.96e-05	Process	Regulation of production of miRNAs involved in gene silencing by miRNA
GO:2000379	TP53,SMAD3,MTOR,KLF4,ESR1,AKT1	2.96e-05	Process	Positive regulation of reactive oxygen species metabolic process
GO:2001242	SNAI1,TP53,SRC,SNAI2,BCL2,HIF1A,AKT1	2.96e-05	Process	Regulation of intrinsic apoptotic signaling pathway
GO:0070228	BMP4,WNT5A,TP53,PTEN,HIF1A	3.01e-05	Process	Regulation of lymphocyte apoptotic process
GO:0007049	MAPK1,CCND1,MAPK3,TP53,NOTCH1,WNT10B,SOX2,SMAD3,CTNNB1,MTOR,NES,SRC,TGFBR1,RHOA,PAX6,CDKN2A,MYC	3.12e-05	Process	Cell cycle
GO:0021515	NOTCH1,WNT3A,WNT1,SHH,PAX6	3.25e-05	Process	Cell differentiation in spinal cord
GO:0032768	NFKB1,KRAS,ESR1,HIF1A,AKT1	3.25e-05	Process	Regulation of monooxygenase activity
GO:2000378	STAT3,TP53,BCL2,RHOA,HIF1A	3.25e-05	Process	Negative regulation of reactive oxygen species metabolic process
GO:0003181	TWIST1,NOTCH1,SMAD4,BMP2	3.39e-05	Process	Atrioventricular valve morphogenesis
GO:0030325	SMAD2,WT1,SMAD3,NF1	3.39e-05	Process	Adrenal gland development
GO:0033688	SMAD3,BMP2,BCL2,RHOA	3.39e-05	Process	Regulation of osteoblast proliferation
GO:2000134	CCND1,TP53,PTEN,KLF4,BCL2,CDKN2A	3.57e-05	Process	Negative regulation of G1/S transition of mitotic cell cycle
GO:0051155	BMP4,WNT3A,SHH,MTOR,BCL2	3.77e-05	Process	Positive regulation of striated muscle cell differentiation
GO:0048643	WNT3A,SHH,CTNNB1,BCL2	3.89e-05	Process	Positive regulation of skeletal muscle tissue development
GO:0031334	TP53,WNT10B,GSK3B,MTOR,SRC,CCK,RHOA,ESR1	4.06e-05	Process	Positive regulation of protein-containing complex assembly
GO:0046660	WNT5A,CASP3,SMAD4,SRC,BCL2,ESR1	4.13e-05	Process	Female sex differentiation
GO:0016241	GAPDH,MAPK3,TP53,CASP3,MTOR,HIF1A,AKT1	4.19e-05	Process	Regulation of macroautophagy
GO:2000058	WNT1,SHH,WNT10B,GSK3B,PTEN,CDKN2A,AKT1	4.19e-05	Process	Regulation of ubiquitin-dependent protein catabolic process
GO:0001714	NANOG,POU5F1,SOX2	4.28e-05	Process	Endodermal cell fate specification
GO:0021873	LEF1,WNT3A,FGFR1	4.28e-05	Process	Forebrain neuroblast division
GO:0022607	SOX9,PXDN,CDH1,SMAD2,MAPK3,WNT5A,LEF1,CDH2,TP53,NOTCH1,WNT3A,GSK3B,SMAD3,SMAD4,CTNNB1,ACTB,PTEN,SRC,BCL2,RHOA,CDKN2A,MYC,SHFM1	4.28e-05	Process	Cellular component assembly
GO:0042661	WNT3A,DKK1,FGFR1	4.28e-05	Process	Regulation of mesodermal cell fate specification
GO:0060685	BMP4,WNT5A,SHH	4.28e-05	Process	Regulation of prostatic bud formation
GO:0061046	BMP4,SOX9,CTNNB1	4.28e-05	Process	Regulation of branching involved in lung morphogenesis
GO:0061419	TP53,NOTCH1,HIF1A	4.28e-05	Process	Positive regulation of transcription from RNA polymerase II promoter in response to hypoxia
GO:0051493	MAPK1,MAPK3,WNT3A,GSK3B,SMAD3,SMAD4,CTNNB1,MTOR,NES,TGFBR1,RHOA	4.4e-05	Process	Regulation of cytoskeleton organization
GO:0060045	MAPK1,GLI1,NOTCH1,FGFR1	4.4e-05	Process	Positive regulation of cardiac muscle cell proliferation
GO:0034332	CDH1,CDH2,CTNNB1,ACTB,SRC	4.64e-05	Process	Adherens junction organization
GO:0060627	MAPK1,MAPK3,WNT5A,CDH2,NOTCH1,WNT3A,PPARG,GSK3B,PTEN,SRC,DKK1	4.69e-05	Process	Regulation of vesicle-mediated transport
GO:0002573	BMP4,LEF1,PPARG,CTNNB1,JUN,SRC	4.71e-05	Process	Myeloid leukocyte differentiation
GO:0060964	BMP4,POU5F1,STAT3,TP53,PPARG,ESR1	4.94e-05	Process	Regulation of gene silencing by miRNA
GO:0060393	BMP4,SMAD4,DKK1,TGFBR1,BMP2	4.98e-05	Process	Regulation of pathway-restricted SMAD protein phosphorylation
GO:0010661	TP53,PPARG,PTEN,CDKN2A	5.01e-05	Process	Positive regulation of muscle cell apoptotic process
GO:0045321	MAPK1,NFKB1,STAT3,LEF1,TP53,WNT1,SHH,SMAD3,CTNNB1,MTOR,JUN,RUNX2,BCL2,RHOA	5.03e-05	Process	Leukocyte activation
GO:2001235	TP53,GSK3B,SMAD3,NF1,PTEN,TGFBR1,BCL2	5.07e-05	Process	Positive regulation of apoptotic signaling pathway
GO:0031330	STAT3,TP53,WNT1,SHH,MTOR,BCL2,CDKN2A,AKT1	5.09e-05	Process	Negative regulation of cellular catabolic process
GO:0007276	GLI1,BMP4,SOX9,NOTCH1,WT1,SMAD4,CTNNB1,MTOR,SRC,TGFBR1,BCL2,AKT1	5.11e-05	Process	Gamete generation
GO:0038095	MAPK1,NFKB1,MAPK3,FOS,JUN,SHFM1	5.13e-05	Process	Fc-epsilon receptor signaling pathway
GO:0031347	NFKB1,KRAS,MAPK3,WNT5A,STAT3,PPARG,SMAD3,SRC,KLF4,CCK,ESR1,SHFM1	5.18e-05	Process	Regulation of defense response
GO:0060135	MAPK1,MAPK3,MTOR,ESR1,AKT1	5.29e-05	Process	Maternal process involved in female pregnancy
GO:1901796	TWIST1,SNAI1,TP53,SNAI2,BCL2,CDKN2A,AKT1	5.41e-05	Process	Regulation of signal transduction by p53 class mediator
GO:0043254	TP53,WNT10B,GSK3B,MTOR,SRC,DKK1,CCK,RHOA,ESR1,GFAP	5.5e-05	Process	Regulation of protein-containing complex assembly
GO:0008361	WNT5A,WNT3A,GSK3B,MTOR,PTEN,RHOA,AKT1	5.59e-05	Process	Regulation of cell size
GO:0016525	NOTCH1,PPARG,CTNNB1,NF1,KLF4,RHOA	5.6e-05	Process	Negative regulation of angiogenesis
GO:1901987	CCND1,GLI1,TP53,WNT10B,PTEN,KLF4,BCL2,CDKN2A,AKT1,SHFM1	5.6e-05	Process	Regulation of cell cycle phase transition
GO:0003338	BMP4,SOX9,WT1,CTNNB1	5.61e-05	Process	Metanephros morphogenesis
GO:0048871	SOX9,KRAS,STAT3,NOTCH1,CTNNB1,ACTB,SRC,BCL2,PROM1	5.61e-05	Process	Multicellular organismal homeostasis
GO:0055008	WNT5A,NOTCH1,SMAD4,TGFBR1,BMP2	5.63e-05	Process	Cardiac muscle tissue morphogenesis
GO:0003308	WNT5A,DKK1,BMP2	5.87e-05	Process	Negative regulation of Wnt signaling pathway involved in heart development
GO:0007183	SMAD2,SMAD3,SMAD4	5.87e-05	Process	SMAD protein complex assembly
GO:0048341	WNT5A,LEF1,WNT3A	5.87e-05	Process	Paraxial mesoderm formation
GO:2000138	BMP4,SOX9,SMAD4	5.87e-05	Process	Positive regulation of cell proliferation involved in heart morphogenesis
GO:0071222	MAPK1,NFKB1,MAPK3,WNT5A,SRC,RHOA,AKT1	5.91e-05	Process	Cellular response to lipopolysaccharide
GO:0042130	BMP4,ERBB2,SHH,CASP3,CDKN2A	6e-05	Process	Negative regulation of T cell proliferation
GO:0017015	SMAD2,TP53,WNT1,SMAD3,SMAD4,TGFBR1	6.06e-05	Process	Regulation of transforming growth factor beta receptor signaling pathway
GO:0045861	GAPDH,LEF1,TP53,WNT1,SHH,SRC,KLF4,CDKN2A,AKT1	6.06e-05	Process	Negative regulation of proteolysis
GO:0001569	LEF1,SHH,FGF8,CTNNB1	6.28e-05	Process	Branching involved in blood vessel morphogenesis
GO:0048147	TP53,PPARG,NF1,MYC	6.28e-05	Process	Negative regulation of fibroblast proliferation
GO:0070371	MAPK1,SOX9,MAPK3,MYC	6.28e-05	Process	ERK1 and ERK2 cascade
GO:0042593	STAT3,IGF1R,PPARG,HNF4A,PAX6,HIF1A,AKT1	6.48e-05	Process	Glucose homeostasis
GO:0010565	TWIST1,SOX9,PPARG,MTOR,BMP2,AKT1,SHFM1	6.91e-05	Process	Regulation of cellular ketone metabolic process
GO:0007435	SHH,FGF8,FGFR1,PAX6	7.04e-05	Process	Salivary gland morphogenesis
GO:0048873	SOX9,KRAS,NOTCH1,BCL2	7.04e-05	Process	Homeostasis of number of cells within a tissue
GO:0022409	WNT5A,LEF1,WNT3A,SHH,SOX2,SRC,RHOA,AKT1	7.16e-05	Process	Positive regulation of cell-cell adhesion
GO:0010633	NOTCH1,PPARG,PTEN,KLF4,RHOA	7.25e-05	Process	Negative regulation of epithelial cell migration
GO:0051707	MAPK1,NFKB1,GAPDH,MAPK3,WNT5A,TP53,NOTCH1,PPARG,FOS,CASP3,JUN,SRC,BMP2,BCL2,RHOA,AKT1	7.47e-05	Process	Response to other organism
GO:0007519	NOTCH1,WNT3A,WNT10B,FOS,NF1,RHOA	7.49e-05	Process	Skeletal muscle tissue development
GO:0038127	MAPK1,SOX9,ERBB2,SRC,AKT1	7.72e-05	Process	ERBB signaling pathway
GO:0007405	LEF1,WNT3A,SHH,FGFR1	7.85e-05	Process	Neuroblast proliferation
GO:0032909	SMAD3,SMAD4,HIF1A	7.85e-05	Process	Regulation of transforming growth factor beta2 production
GO:0035635	CDH1,CTNNB1,SRC	7.85e-05	Process	Entry of bacterium into host cell
GO:0060020	MAPK1,MAPK3,SHH	7.85e-05	Process	Bergmann glial cell differentiation
GO:0060363	FGF4,TWIST1,BMP4	7.85e-05	Process	Cranial suture morphogenesis
GO:0050731	STAT3,TP53,WNT3A,FGF8,MTOR,SRC,CCK	8.3e-05	Process	Positive regulation of peptidyl-tyrosine phosphorylation
GO:0022402	CCND1,TP53,NOTCH1,WNT10B,SOX2,SMAD3,CTNNB1,MTOR,NES,TGFBR1,RHOA,PAX6,CDKN2A,MYC	8.37e-05	Process	Cell cycle process
GO:0051302	FGF4,POU5F1,SHH,FGF8,RHOA,PAX6,MYC	8.55e-05	Process	Regulation of cell division
GO:0003208	JAG1,NOTCH1,SMAD4,TGFBR1,HIF1A	8.7e-05	Process	Cardiac ventricle morphogenesis
GO:0032148	WNT5A,MTOR,SRC,AKT1	8.74e-05	Process	Activation of protein kinase B activity
GO:0044057	NOTCH1,SMAD3,SMAD4,MTOR,PTEN,SRC,KLF4,CCK,FGFR1,RHOA,AKT1	8.74e-05	Process	Regulation of system process
GO:0051145	BMP4,SOX9,NOTCH1,CTNNB1	8.74e-05	Process	Smooth muscle cell differentiation
GO:0051385	CCND1,KRAS,FOS,SRC	8.74e-05	Process	Response to mineralocorticoid
GO:1901889	WNT5A,PTEN,SRC,DKK1	8.74e-05	Process	Negative regulation of cell junction assembly
GO:0042594	MAPK1,MAPK3,TP53,PPARG,MTOR,JUN,BCL2	8.77e-05	Process	Response to starvation
GO:1902275	TWIST1,POU5F1,MAPK3,TP53,SMAD4,CTNNB1,SNAI2	8.77e-05	Process	Regulation of chromatin organization
GO:1905475	CDH2,TP53,ERBB2,WNT3A,ACTB,BCL2,AKT1	8.77e-05	Process	Regulation of protein localization to membrane
GO:0032147	MAPK1,BMP4,MAPK3,WNT5A,MTOR,SRC,TGFBR1,BMP2,AKT1	8.99e-05	Process	Activation of protein kinase activity
GO:0035567	WNT5A,LEF1,WNT1,CTNNB1,RHOA,SHFM1	9.49e-05	Process	Non-canonical Wnt signaling pathway
GO:0035115	TWIST1,SHH,CTNNB1,RUNX2	9.68e-05	Process	Embryonic forelimb morphogenesis
GO:0060249	SOX9,KRAS,NOTCH1,CTNNB1,ACTB,SRC,BCL2,PROM1,HIF1A	9.73e-05	Process	Anatomical structure homeostasis
GO:1901983	TWIST1,MAPK3,GSK3B,SMAD4,SNAI2	9.74e-05	Process	Regulation of protein acetylation
GO:0031100	CCND1,GLI1,NOTCH1,PPARG,WNT1	0.0001	Process	Animal organ regeneration
GO:0031669	MAPK1,MAPK3,TP53,PPARG,MTOR,JUN,BCL2	0.0001	Process	Cellular response to nutrient levels
GO:0051881	SRC,CCK,BCL2,CDKN2A,AKT1	0.0001	Process	Regulation of mitochondrial membrane potential
GO:0060484	SHH,CTNNB1,FGFR1	0.0001	Process	Lung-associated mesenchyme development
GO:0072217	BMP4,WT1,CTNNB1	0.0001	Process	Negative regulation of metanephros development
GO:0030513	BMP4,SMAD2,NOTCH1,SMAD4	0.00011	Process	Positive regulation of BMP signaling pathway
GO:0045601	BMP4,JAG1,NOTCH1,CTNNB1	0.00011	Process	Regulation of endothelial cell differentiation
GO:1901797	TWIST1,SNAI1,SNAI2,BCL2	0.00011	Process	Negative regulation of signal transduction by p53 class mediator
GO:0043537	NOTCH1,PPARG,KLF4,RHOA	0.00012	Process	Negative regulation of blood vessel endothelial cell migration
GO:0071901	BMP4,CASP3,NF1,PTEN,CDKN2A,AKT1	0.00012	Process	Negative regulation of protein serine/threonine kinase activity
GO:1905332	BMP4,SOX9,CTNNB1,MTOR	0.00012	Process	Positive regulation of morphogenesis of an epithelium
GO:0009749	SMAD2,IGF1R,CASP3,HNF4A,PTEN,RHOA	0.00013	Process	Response to glucose
GO:0014745	SMAD3,MTOR,KLF4	0.00013	Process	Negative regulation of muscle adaptation
GO:0022411	WNT3A,WNT1,CASP3,GSK3B,CTNNB1,DKK1,SNAI2,CDKN2A,MYC	0.00013	Process	Cellular component disassembly
GO:0045899	TP53,WNT10B,ESR1	0.00013	Process	Positive regulation of RNA polymerase II transcription preinitiation complex assembly
GO:0048103	NOTCH1,WNT3A,CDKN2A	0.00013	Process	Somatic stem cell division
